trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
297,False,"{'a': 0.9, 'e': 0.050542043299318794}",25,20,10.690428924730421,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.9, 'e': 0.050036622866325604}",35,25,12.115264214821842,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.9, 'e': 0.04953625663766235}",25,9,19.666235539846404,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.9, 'e': 0.04904089407128572}",30,21,16.920138516820916,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.9, 'e': 0.04855048513057287}",30,11,30.67307134227538,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.9, 'e': 0.04806498027926714}",35,20,28.97183566074184,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.9, 'e': 0.047584330476474465}",20,14,13.488931071678085,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.9, 'e': 0.04710848717170972}",20,6,26.589867667848534,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.9, 'e': 0.04663740229999262}",30,16,8.255153603370987,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.9, 'e': 0.046171028276992696}",25,13,20.568563652012084,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.9, 'e': 0.045709317994222766}",25,18,15.438350010849287,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.9, 'e': 0.04525222481428054}",20,15,6.094264635568186,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.9, 'e': 0.04479970256613774}",30,19,1.4761109304878004,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.9, 'e': 0.044351705540476356}",20,2,9.659913209311739,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
311,False,"{'a': 0.9, 'e': 0.043908188485071595}",20,6,26.117020812376893,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.9, 'e': 0.04346910660022087}",25,11,26.901207977008514,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.9, 'e': 0.04303441553421867}",30,15,19.062177279987466,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.9, 'e': 0.04260407137887648}",25,17,6.650219621918765,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.9, 'e': 0.04217803066508771}",25,10,22.959200833087074,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.9, 'e': 0.04175625035843684}",20,9,19.948106104936603,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.9, 'e': 0.041338687854852466}",35,19,24.730424639742292,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.9, 'e': 0.040925300976303945}",35,11,-0.3858431752671554,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
319,False,"{'a': 0.9, 'e': 0.0405160479665409}",20,16,7.6864177481462885,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.9, 'e': 0.040110887486875496}",25,7,29.498334521480498,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.9, 'e': 0.03970977861200674}",25,14,6.583911029161785,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.9, 'e': 0.039312680825886674}",25,14,22.74646375429177,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.9, 'e': 0.038919554017627804}",20,12,2.2458457475202485,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.9, 'e': 0.03853035847745152}",20,15,9.08366034108853,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.9, 'e': 0.03814505489267701}",20,6,23.08284439099209,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.9, 'e': 0.03776360434375024}",25,8,21.434054040102374,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.9, 'e': 0.03738596830031274}",25,11,26.564669030156562,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.9, 'e': 0.03701210861730961}",20,10,16.351085634157673,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.9, 'e': 0.03664198753113651}",20,12,14.989448582461428,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.9, 'e': 0.036275567655825146}",25,17,16.987586872588125,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.9, 'e': 0.03591281197926689}",20,10,19.853224385114935,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.9, 'e': 0.035553683859474224}",25,12,10.60229489725542,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.9, 'e': 0.035198147020879485}",20,0,34.226957225017195,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
334,False,"{'a': 0.9, 'e': 0.03484616555067069}",20,8,19.664658076932966,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.9, 'e': 0.03449770389516398}",20,13,13.123060110212846,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.9, 'e': 0.03415272685621234}",25,0,19.48874958948617,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
337,False,"{'a': 0.9, 'e': 0.03381119958765022}",25,3,40.482082514857716,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.9, 'e': 0.03347308759177372}",20,10,14.873168084623007,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.9, 'e': 0.03313835671585598}",20,12,17.11721762926629,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.9, 'e': 0.03280697314869742}",25,13,22.953000378635934,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.9, 'e': 0.03247890341721044}",20,6,12.566621786028595,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.9, 'e': 0.03215411438303834}",20,10,19.05562952802286,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.9, 'e': 0.031832573239207955}",20,12,13.429382421608501,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.9, 'e': 0.031514247506815876}",25,0,42.55075880543344,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.9, 'e': 0.031199105031747717}",25,11,-15.91621063427912,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
346,False,"{'a': 0.9, 'e': 0.03088711398143024}",25,16,21.221201256605518,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.9, 'e': 0.030578242841615935}",25,8,31.05194750213435,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.9, 'e': 0.030272460413199778}",20,16,7.044774174589097,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.9, 'e': 0.02996973580906778}",20,13,12.572357869605788,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.9, 'e': 0.029670038450977102}",20,2,32.05687512241402,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.9, 'e': 0.02937333806646733}",25,13,22.681052394537318,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.9, 'e': 0.029079604685802656}",25,10,29.790922198845784,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.9, 'e': 0.02878880863894463}",20,16,6.846969363176666,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.9, 'e': 0.02850092055255518}",20,16,6.727705276122412,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.9, 'e': 0.02821591134702963}",20,3,33.98920588078577,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.9, 'e': 0.027933752233559334}",20,12,-8.261310805997272,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
357,False,"{'a': 0.9, 'e': 0.027654414711223742}",20,13,11.456027288039579,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.9, 'e': 0.027377870564111503}",25,8,17.26142016493815,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
359,False,"{'a': 0.9, 'e': 0.02710409185847039}",20,12,14.574799376356975,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.9, 'e': 0.026833050939885684}",25,13,23.19529362278608,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.9, 'e': 0.026564720430486827}",25,8,30.588960252585196,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.9, 'e': 0.026299073226181958}",20,4,25.68802025019232,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.9, 'e': 0.026036082493920136}",20,14,10.968052267653071,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.9, 'e': 0.025775721668980935}",30,13,32.65424148275738,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.9, 'e': 0.025517964452291125}",30,18,0.9076325364838149,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
366,False,"{'a': 0.9, 'e': 0.025262784807768213}",20,16,7.871777451140931,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.9, 'e': 0.025010156959690534}",25,13,21.57491420150195,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.9, 'e': 0.024760055390093627}",20,15,13.268196494388064,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.9, 'e': 0.02451245483619269}",20,9,23.57528686688283,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.9, 'e': 0.024267330287830763}",20,16,7.358273354687869,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.9, 'e': 0.024024656984952455}",20,15,9.492209201270501,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.9, 'e': 0.02378441041510293}",20,0,30.713603058961514,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.9, 'e': 0.0235465663109519}",25,10,24.61982609525219,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.9, 'e': 0.02331110064784238}",25,17,15.564841864950512,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.9, 'e': 0.02307798964136396}",20,6,29.18715997612504,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.9, 'e': 0.022847209744950317}",20,0,28.69080009013617,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
377,False,"{'a': 0.9, 'e': 0.022618737647500813}",25,15,20.45237414089165,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.9, 'e': 0.022392550271025807}",20,8,16.235730620536398,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.9, 'e': 0.022168624768315548}",30,11,37.049427150577095,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.9, 'e': 0.021946938520632394}",25,14,19.29893973865542,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.9, 'e': 0.02172746913542607}",25,11,25.908692763662362,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.9, 'e': 0.021510194444071807}",20,14,13.85192453060515,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.9, 'e': 0.021295092499631088}",25,11,24.638798052713813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.9, 'e': 0.02108214157463478}",20,14,7.8021169925135805,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.9, 'e': 0.02087132015888843}",25,15,24.025068951962112,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.9, 'e': 0.020662606957299545}",20,2,29.24563028763752,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.9, 'e': 0.02045598088772655}",20,0,31.356503843448287,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
388,False,"{'a': 0.9, 'e': 0.020251421078849283}",25,11,12.812302511915103,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.9, 'e': 0.02004890686806079}",20,13,13.310320888002854,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.9, 'e': 0.019848417799380184}",20,14,9.427127634470363,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.9, 'e': 0.01964993362138638}",30,12,32.678824590201856,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.9, 'e': 0.019453434285172516}",25,17,14.267934667875661,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.9, 'e': 0.01925889994232079}",20,16,6.704956829308498,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.9, 'e': 0.019066310942897582}",20,11,14.961460079681952,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.9, 'e': 0.01887564783346861}",25,7,29.499947434542342,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.9, 'e': 0.018686891355133923}",30,7,-0.4768386052605418,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
397,False,"{'a': 0.9, 'e': 0.01850002244158258}",20,10,20.512005414221843,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.9, 'e': 0.018315022217166757}",25,11,24.496492612234558,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.9, 'e': 0.018131871994995087}",25,15,21.05274836756547,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.9, 'e': 0.017950553275045137}",25,7,31.40699900126473,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.9, 'e': 0.017771047742294686}",25,12,13.646444564584499,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
402,False,"{'a': 0.9, 'e': 0.01759333726487174}",20,11,16.660412384412147,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.9, 'e': 0.017417403892223023}",20,8,-22.140650312869298,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
404,False,"{'a': 0.9, 'e': 0.01724322985330079}",25,14,19.1763726956016,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.9, 'e': 0.017070797554767782}",30,16,26.223356941703777,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.9, 'e': 0.016900089579220106}",25,18,14.442148549465584,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.9, 'e': 0.016731088683427903}",25,18,13.76251878718546,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.9, 'e': 0.016563777796593626}",25,17,12.195786223789232,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.9, 'e': 0.016398140018627688}",30,23,13.482452830818357,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.9, 'e': 0.01623415861844141}",20,0,31.235294832205973,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.9, 'e': 0.016071817032256998}",30,18,21.75950509670469,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.9, 'e': 0.015911098861934425}",25,4,30.270697426176863,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.9, 'e': 0.015751987873315082}",20,6,26.479552889402093,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.9, 'e': 0.015594467994581931}",20,0,29.922833415223366,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.9, 'e': 0.015438523314636111}",35,19,25.236163959361797,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.9, 'e': 0.01528413808148975}",20,10,18.71307162995702,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.9, 'e': 0.015131296700674854}",25,16,17.010296076494498,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.9, 'e': 0.014979983733668104}",25,5,31.76908028386652,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.9, 'e': 0.014830183896331423}",20,10,20.069287937668975,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.9, 'e': 0.014681882057368109}",35,21,3.6151940397422058,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
421,False,"{'a': 0.9, 'e': 0.014535063236794427}",20,15,11.435140348262614,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.9, 'e': 0.014389712604426484}",30,19,20.53473608437895,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.9, 'e': 0.014245815478382218}",25,11,24.01207734965965,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.9, 'e': 0.014103357323598397}",25,9,31.00966859715209,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.9, 'e': 0.013962323750362412}",20,14,10.248799996255478,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.9, 'e': 0.013822700512858787}",35,17,31.818489867375494,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.9, 'e': 0.013684473507730199}",35,16,30.67288352891074,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.9, 'e': 0.013547628772652897}",20,11,14.708187713800648,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.9, 'e': 0.013412152484926368}",20,10,17.752018012168268,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.9, 'e': 0.013278030960077104}",20,8,24.047722876025844,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.9, 'e': 0.013145250650476333}",25,12,30.788159166699096,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.9, 'e': 0.01301379814397157}",20,14,11.376495066210516,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.9, 'e': 0.012883660162531854}",25,17,14.803356688577257,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.9, 'e': 0.012754823560906535}",20,16,4.378425185053055,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.9, 'e': 0.01262727532529747}",20,11,16.44334769228953,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.9, 'e': 0.012501002572044496}",20,15,9.28908630621321,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.9, 'e': 0.01237599254632405}",20,14,12.053228727811826,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.9, 'e': 0.012252232620860809}",25,13,22.418471051098425,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.9, 'e': 0.012129710294652202}",30,13,31.220370489966964,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.9, 'e': 0.01200841319170568}",20,0,31.939318629776377,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.9, 'e': 0.011888329059788622}",35,24,26.037930201557177,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.9, 'e': 0.011769445769190735}",25,16,17.893347664238604,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.9, 'e': 0.011651751311498829}",20,3,28.96375310758031,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.9, 'e': 0.01153523379838384}",25,12,26.093681400456134,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.9, 'e': 0.011419881460400001}",25,16,16.81795040744172,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.9, 'e': 0.011305682645796001}",25,3,33.70677409079136,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.9, 'e': 0.011192625819338041}",25,17,16.3883288088008,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.9, 'e': 0.011080699561144661}",20,12,14.285147554784775,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.9, 'e': 0.010969892565533214}",30,16,26.53686762257299,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.9, 'e': 0.010860193639877882}",30,18,23.0361159082606,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.9, 'e': 0.010751591703479103}",20,7,23.402193721285,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.9, 'e': 0.010644075786444312}",20,11,17.967572833401817,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.9, 'e': 0.01053763502857987}",20,8,23.343717221647506,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.9, 'e': 0.01043225867829407}",20,3,23.35069097795068,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.9, 'e': 0.01032793609151113}",20,8,24.479274812211706,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.9, 'e': 0.010224656730596018}",20,7,26.24767940900958,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.9, 'e': 0.010122410163290057}",20,8,23.710332460741203,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.9, 'e': 0.010021186061657156}",25,13,21.3808227594721,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.9, 'e': 0.009920974201040586}",20,0,30.523206039795678,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
460,False,"{'a': 0.9, 'e': 0.009821764459030179}",20,12,16.088934267048565,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.9, 'e': 0.009723546814439878}",20,5,26.20503866380895,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.9, 'e': 0.009626311346295479}",20,9,23.96865970005521,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.9, 'e': 0.009530048232832523}",25,20,8.451894567113573,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.9, 'e': 0.009434747750504199}",25,8,32.0003894782161,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.9, 'e': 0.009340400272999157}",25,11,24.15803179519019,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.9, 'e': 0.009246996270269165}",25,17,17.088087370451667,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.9, 'e': 0.009154526307566474}",25,15,21.67115470743692,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.9, 'e': 0.009062981044490808}",25,13,21.334574695716046,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.9, 'e': 0.0089723512340459}",25,15,17.593897566544044,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.9, 'e': 0.00888262772170544}",20,16,9.15577163717898,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.9, 'e': 0.008793801444488386}",35,18,33.01398039269676,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.9, 'e': 0.008705863430043502}",25,11,28.105508761480475,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.9, 'e': 0.008618804795743068}",25,4,30.25099792296246,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.9, 'e': 0.008532616747785637}",25,12,22.288918941716858,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.9, 'e': 0.00844729058030778}",25,12,21.505206560223662,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.9, 'e': 0.008362817674504702}",25,18,14.373451930773502,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.9, 'e': 0.008279189497759656}",30,15,19.0437220242613,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
478,False,"{'a': 0.9, 'e': 0.008196397602782058}",25,20,10.533969613411747,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.9, 'e': 0.008114433626754238}",20,12,11.948586958277508,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.9, 'e': 0.008033289290486696}",30,23,12.165904830989838,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.9, 'e': 0.00795295639758183}",25,13,21.216868962182513,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.9, 'e': 0.00787342683360601}",20,7,17.828856155627317,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
